ID,title,type,message,Class,Sub 1,Sub 2,Sub 3,Sub 4,Sub 5
277936,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,Silent my @%$!! Every media outlet out there is shitting all over themselves trying to get this out there in hopes it will distract folks from the latest Hillary e-mail dump!!,Hateful,Swearing,,,,
277938,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,I guess the media is silent about it for the same reason Hillary made the lives of all of Bill's rape victims really miserable. There are rape allegations and shady dealings on both sides and it's really unfortunate seeing how one will end up with extreme amounts of power.,Hateful,Accusations,,,,
277941,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,People are smart voters when it comes to American idol and bullshit like that but when it comes to an election y'all stupid af,Hateful,Swearing,,,,
277944,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"So this ""man"" who is a rapist and peodophile... there are actually people who want him to president!!!!???

Get someone in the office (not Trump) who will bring back the death penalty in his state, then kill him! He doesn't deserve to breathe after the horrible crimes he has commited.. tax dodging is one thing... but this!!",Hateful,Accusations,Promoting violence,,,
277946,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,How much are you paid for these advertisements ? I would not think this way if at least once you would have a negative advertisement on Cliton I guess she's not saint and you're just doing politics AJ+,Hateful,Politics,Towards AJ+,,,
277948,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"Y'all want to talk trash about trump because of an alleged rape that was never proven to the emails hillary deleted, bengazi, Clinton foundation that screwed over Haiti, I can go on this list is ridiculous on hillary but your mad at trump because he says mean things and some dumb poor bitch probably a liberal is trying to come up by spreading lies, probably paid by the Clinton campaign.",Hateful,Swearing,Specific person,Politics,,
277949,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,TBH Hillary also allowed bill Clinton to Rape 7 women and the. She destroyed them. And back when she was in law she defended man who raped a 12 year old and she knows he raped she allowed this rape to happen and only had the rapist go to months,Hateful,Accusations,,,,
277957,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,I hate trump as much as the next guy. but you didn't say anything that would help us to know what is the girl to trump that he raped her 4 times. and she didn't say anything. and I understand we all have reasons. but more info about what is she to trump. would help to determine if what she's saying is true or not.,Hateful,Specific person,Accusations,,,
277961,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,""" we will kicked all illegal immigrant cuz they do crimes and and they are rapist"" And during his speech everyone who supported him falls for this fool when the media has hidden his files story glad for the media has guts to show about his past",Hateful,Swearing,Specific person,,,
277963,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,It can't be talked about without acknowledging that Bill Clinton was a fellow rapist on the Lolita Express. Little girls have claimed that they saw BC on Epstein's island.,Hateful,Accusations,,,,
277964,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,Go trumpf supporters! It is just a matter of time for the real Donald trump to be brought to light with his disgrace and ugliness ... more to come! Trust me!! Ha!,Hateful,Humiliation,Specific person,,,
277966,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"I await the day to watch America burn to the ground along with its false freedom, ego, laws, opportunities, education, media, and people. America deserves no flag, no land, no privilege. 

The survivors of permanent physical, mental, and emotional damage from rape, racism, prejudicism, disabled, war veterans, mental impaired, and poverty all deserve a better land, a better country, a better life. 

The people killed from murder, religion, racism, and hatred all buried beneath americas soil deserve to be unburied and moved to another land. A land that is not tainted by blood, lies, and greed like america. As americas soil is dirty, worthless, and disgusting by sight and scent.

The ones left behind in america, the ones who controlled, raped, invaded, poisoned, and manipulated its people. All deserve to be quarantined, shut out from other countries, and permanently considered an enemy. As the world will one day watch Americas land and hatred burn and sink beneath the ocean deep into the abyss where it belongs.

America was never great to begin with, America will fall at the hands of its own people as well as the hands of the countries that America has invaded, tortured, manipulated, raped, enslaved, and financially cheated.",Hateful,Specific nation(s),,,,
277970,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"And yet, even with the knowledge of all of the egregious behaviors demonstrated by this less than, the republican party and millions of other idiots in america continue to support this monster. So sad when this is what it has resulted to, having to pick from a very bad litter like trump/clinton....shm",Hateful,Specific person,Humiliation,,,
277972,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"Because Trump and Bill Clinton were both implicated in the Jeffrey Epstein pedophile scandal...they both raped children. They don't mention Trump because they don't want to mention that along with all his rapes of adult women, Bill Clinton also rapes children.",Hateful,Accusations,,,,
277976,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"Everyone wants a public hanging of Benji Taylor, but I see no difference in these crimes; despite the one was fatal. I say hang the man as well if that's how we're gonna play it. No half-in, half-out bullshit. These offenses keeps happening because the punishment is so menial, death to ALL child sexual abuse offenders. This country's laws are all mixed up and mis-prioritized...like if you can relate and wanna hang em both. Justice to all; it's what we stand for right?",Hateful,Promoting violence,,,,
277979,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"You acting like no body talks like that with their friends. We listen to rap music daily talking about big booty and fucking hoes. They call their women bitches and suddenly because this dude on a private conversation talking about what he does with women, you get outraged like a 40 years old Amish virgins?? Come on now. What he said is wrong but not enough to drop the race. JFK had an affair, Roosevelt was a liar and Bill Clinton lied to our face and under oath. So enough with this.",Hateful,Swearing,Accusations,,,
277980,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,When I thought this scumbag couldn't get any lower... Either way we're fucked anyways. Trump=fucked Hillary=slightly less fucked Good going on choosing the candidates America... Bernie should've been chosen...😓,Hateful,Swearing,,,,
277983,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"Thanks Lauren Bradley Flanagan.  I reiterate my position: you can't and shouldn't believe everything the media puts out.  Especially 1 month to election. Hillary is a liar, thief, purgorer, embessilor, and murderer.  She is just putting a show on you for, and you are all falling for it.",Hateful,Accusations,,,,
277985,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"Trump followers strategy....

Deflect!
Deflect!
Deflect!

....instead of owning up to this gross error. What kind of person supports this....unless you too are a chauvinistic pig!

...but, Evangelicals are supporting Trump, as are Trump's base....the ""poorly educated"".",Hateful,Humiliation,,,,
277999,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"Maybe Hillary could defend him, she usually gets rapists off the hook and laughs about the victims!
Unless of course Bill is the rapist, then she takes the victims to the cleaners!!",Hateful,Accusations,Specific person,,,
278005,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"It is amazing how the dumbass is getting away with murder, clearly having been involved with multiple women harassments as he himself brags about , including the hinting about his own daughter, and being accused of underage sex with a kid, yet William clinton has been impeached out for one act that triggered the media to flare like never before
It is all about the media, is not it?????!!!!!",Hateful,Swearing,Humiliation,Accusations,Specific person,
278012,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"media is silent  haha wtf Media is silent about Hillary Clinton Fuk ups I am not in any way trump supporter but any reasonable human being with a functioing brain can understand how hard Media is trying to sell Hillary in every way possible.  how Russia is bad and everything American government does is right. lol, its the same media rto convince Iraq had WMDS and Saddam Hussein is going to get nukes .. we all know what happen. 
Note: i am not trump supporter",Hateful,Swearing,,,,
278014,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"nawww nawww see trump supporters think raping a little girl is a great business plan that makes so much sense because trump is just being smart, which just shows how smartly trump is going to run the country and the WOOORRRLLLDDDDDDDD.
oh and ""killary"" is still worse than trump because she's a murderer and every trump supporter has been there, in person, when killary killed people.",Hateful,Specific person,Accusations,Specific person,,
278016,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,Ariana Kim the rape accusations have been out for so long like we talked about it. Now there's finally something about it wtf,Hateful,Swearing,,,,
278019,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"so disgusted ... we are witnessing a rock bottom in low standards and levels .... we are listening to a con artist and a corrupt politican 24 hours a day for the whole  last year , while they fight over which of them becomes president ....and we are being played into chosing this garbage , to be our leaders and commander in chief !!!!   how more low , can any one any where get ?",Hateful,Humiliation,,,,
278028,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"Fucking hell this AJ+ , This is very serios, but i think a full report on hillarys crimes would be much more serious, instead, this page is pro west, and pro hillary, never talking on a more deep view of her crimes and the leaks, just look to te people running it.",Hateful,Swearing,Towards AJ+,Specific person,,
278029,"""I did try and f*** her. She was married ... I moved on her like a b****.” 

Presidential nominee Donald Trump made these comments about a woman in a 2005 recording obtained by the Washington Post. 

He's also accused of raping a 13-year-old girl, but the media has been largely silent.",post,"What a bunch of BS. Killery Clintom and her goons murder people, and fund terrorists. Stop watching mainstream media unplug yourselves from these lies and deception. Usawatchdog, Sgt report, X22report, wake up! They are playing you.",Hateful,Specific person,Swearing,Accusations,,
289596,This man was strapped to the front of an army jeep and used as a human shield.,post,"The huriyat uses kids as human shield.this is much better. When we use pellet guns u have problem
....when we use methods like this you have problems. This is just propaganda that wahabi aj+ is tryin to create.",Hateful,Towards AJ+,,,,
296860,Are Immigrants Stealing American Jobs?,video,"illegals are decimating the middle class in my area they are electricans, plumbers, remodelers, any and all  construction type jobs. Job sites are now 90% imigrants. Imigrants are stealing jobs from Americans of all ethnicity.",Hateful,Xenophobia,Specific nation(s),,,
296868,Are Immigrants Stealing American Jobs?,video,yes they are stealing all of our American job send they ass straight back home we don't need them here,Hateful,Xenophobia,Accusations,,,
302650,French Rapper M\u00e9dine On Paris After The Attacks,video,Islam is cancer.,Hateful,Towards Islam,,,,
303532,French Rapper M\u00e9dine On Paris After The Attacks,video,Cringe worthy and shitty song fuck islam you're not fooling any one.,Hateful,Towards Islam,,,,
303711,The Obama \u2013 Trudeau Bromance,video,they share their faith in common. islam.  and they both share their hatred for their own western nation.  both trying to destroy it by flooding islam into their own countries.,Hateful,Towards Islam,,,,
303834,Did Donald Trump Just Say He Wants To Get Rid Of Muslims?,video,Remove Mulsims and Islam form face of the Earth so we can finaly advance as humankind.,Hateful,Towards Islam,Promoting violence,,,
303843,Did Donald Trump Just Say He Wants To Get Rid Of Muslims?,video,Muslims should move to Saudi Arabia and Iran. Why do they want to spread Dar al Islam on the rest of us???,Hateful,Towards Islam,,,,
303844,Did Donald Trump Just Say He Wants To Get Rid Of Muslims?,video,Islam is pure evil it has no place in the west it is a manual of murder violence and rape,Hateful,Towards Islam,,,,
303847,Did Donald Trump Just Say He Wants To Get Rid Of Muslims?,video,"In pretty sure it's Donald trump who's training people to be Isis instead of stopping them I'm a Muslim and there a lot of Muslims who think they are Muslims but are just horrible people who God will put them in hell if you kill someone in Islam you go to hell and the victim goes to heaven bc they don't deserve it. Isis are just idiots who get the point of Islam wrongly and start stereotypes New Zealand, Australia, Iraq, and Syria are teaming up to fight Isis atm. I hope it works we need to get rid of those fake Muslim terrorists and restore islams peace.",Hateful,Specific person,Accusations,,,
303885,Did Donald Trump Just Say He Wants To Get Rid Of Muslims?,video,"Obama is a muslim bigot taqiya the american people. heave obama.
BAN ISLAM A CULT OF HATE AND BLOODSHED OF NON MUSLIMS.",Hateful,Towards Islam,Specific person,,,
304208,Here's Why Refugees Are Rushing To Europe Now,video,"obam and merkel destroy the free world...just wait a few years and u""ll see what islam is all about",Hateful,Specific person,,,,
304515,Paris Concert Hall Hostage Situation: Over 80 Dead In France's Worst Terror Attack,video,"All countries should ban ISLAM, like in ANGOLA.",Hateful,Towards Islam,,,,
304518,Paris Concert Hall Hostage Situation: Over 80 Dead In France's Worst Terror Attack,video,"AJ+ calls this a ""situation"". Islamic swine.",Hateful,Towards Islam,Towards AJ+,,,
304818,Israel Vs Palestine - By The Numbers,video,Palestinians are belligerent crybabies ruled by an Islamic Nazi terrorist organization.,Hateful,Towards Islam,Specific nation(s),Terrorism,,
304857,Israel Vs Palestine - By The Numbers,video,"I called this, the little person fallacy. Meaning, a little person attacks me with a bat aiming to hurt me and/or kill me, i am not allowed to defend myself with a gun because i am bigger and stronger. ..
Intelectual dishonesty at the nth power here. Fuck religion, especially Islam and Mohammed! ﻿",Hateful,Towards Islam,Swearing,,,
304870,Israel Vs Palestine - By The Numbers,video,"Fuck Islam, long live the Jews and Israel ",Hateful,Towards Islam,Swearing,,,
304908,Israel Vs Palestine - By The Numbers,video,There should be no 'Palestinians' anywhere NEAR Israel. Expel them all from the area now. They can go and live with other Muslim scum in neighboring Islamic shit-holes.,Hateful,Towards Islam,Swearing,,,
304926,Israeli Police Storm Al-Aqsa Mosque,video,"Israel america withpointless shit
makes sense why they are demonizing all muslims, islams, etc",Hateful,Specific nation(s),,,,
305601,Muslim Boy Ahmed Mohamed Arrested After Bringing Clock To School,video,"It's ISLAM'S fault that the teacher was suspicious!  Not this boy's fault.  He's smart, and ingenious, but Islam is giving ALL MUSLIMS a scarey wrap!   

Tell Muslims to STOP TERRORIZING the world, then maybe we won't be so suspicious of them.",Hateful,Towards Islam,,,,
307405,ISIS (aka ISIL) Explained,video,Isis is the most pure islam,Hateful,Towards Islam,Terrorism,,,
308167,Street Food: Pakistan,video,"Pakistan? Piss off AJ, until these Muslim people decide it's time for a redormation, we should pay them no heed. Over 80% of these Islamists think it ok to kill apostates and may are ok with honor killings.",Hateful,Towards AJ+,,,,
308216,Two More Victims Of 'Honor Killings' In Pakistan,video,islam is filth,Hateful,Towards Islam,,,,
308219,Two More Victims Of 'Honor Killings' In Pakistan,video,More proof that Muslim dominated countries are shit holes.,Hateful,Towards Islam,,,,
308229,Two More Victims Of 'Honor Killings' In Pakistan,video,"#fuckislam
Say it with me.",Hateful,Towards Islam,Swearing,,,
308233,Two More Victims Of 'Honor Killings' In Pakistan,video,#FuckIslam,Hateful,Towards Islam,Swearing,,,
308239,Two More Victims Of 'Honor Killings' In Pakistan,video,"But, but Islam is a religion of peace, right? Fuck off. What a barbaric and disgusting ideology.",Hateful,Towards Islam,,,,
309164,"That awkward moment when someone mistakes your conversation about a politician for ISIS propaganda. 

Interview courtesy of Channel 4 News.",post,"Every Hijabi women is a terrorist unless proven otherwise. It's like you're buying 5 kilos of apples and you have been told 5% of them are poisoned. You won't buy unless you investigate and separate the poisoned apples. PEW polls show, 5% of all MUSLIMS are radicals and 25% are Islamist. The security and the airlines must ensure the safety of passengers by separating and investigating any Muslim who wears political symbols of their cult!!",Hateful,Towards Islam,Terrorism,,,
309610,The “alt-right” has made its way into the White House. Let's be real about what that means.,post,This is the Islamist agenda?! Is this how you're trying to influence people by creating propaganda videos?!!! You all create the prejudice many have here in the US towards Muslims. Stop trying to influence our young generation with these videos instead show what atrocities that Obama has done in the Middle East in Libya and Syria!!!!! You are So biased it's disgusting,Hateful,Towards AJ+,,,,
319481,Donald Trump Supporters Tell Us What They're Tired Of Hearing About Him,video,"White liberals are traitors who have no culture and can't even mow their own lawn. They turn their cheek to evil and let it grow. Islam is not peaceful and wants to conquer white nations while making us fertile by breeding like  rabbits at the expense of your tax money. The Quran even say's to kill non believers so why are we having a debate about Islam and why Muslims should not come to America? The constitution say's that AMERICANS are free to have any religion they want and with peace. The constitution does NOT say you can have a baby in your stomach for 9 months and cross the border ""illegally"" and say that your child is now an American citizen. The child will still be from the parents origin because they came ILLEGALLY. Americans wants jobs and opportunity, not welfare, open borders and free handouts. 


DONALD TRUMP 2016",Hateful,Racist towards white,Towards Islam,,,
321143,This “mosquito factory” is building an army of blood-sucking insects to wipe out Zika.,post,Wait if you wipe out mosquitos you'll kill every bird in the Arctic! Humans putting themselves first again sometimes I hate being a part of this selfish human race!,Hateful,Humanity,,,,
322545,Pope Francis defended Muslims after a priest was killed in France. Here's what he had to say.,post,"Some atacks made by Radical Islamics (at war). And all the rest of the horrible crimes on te west made by christians. 
statistically Christians are more dangerous than muslims.",Hateful,Religion,,,,
322561,Pope Francis defended Muslims after a priest was killed in France. Here's what he had to say.,post,What planet do you people live on it's fine for the pope to talk abuot love for Muslims and Islam as he sits in his 100 room palace while  his fellow Christians are killed just for being Christian by thoes same muslims that he speake so highly of....what a load of crap.,Hateful,Towards Islam,,,,
332288,,post,"Islamophobia - it's freedom of speech, secular democracy and freedom of choice. And Islam isn't race. It's a religion. And all religions is bullshit.",Hateful,Religion,,,,
334348,Malala Yousafzai is now an honorary Canadian citizen.,post,"Killing innocents? Seems like the islamic way. No wonder she left. While she's all nice and protected by the cuck canadians, women and girls are being oppressed and killed in the middle east.",Hateful,Towards Islam,,,,
335186,"""Racism will always be a part of America.” LeBron James speaks out after his home was vandalized with racist graffiti.",post,"The people of America are the most discriminating people in the world. They discriminates among races, colors, genderss, religions and what not!!!",Hateful,Specific nation(s),,,,
339236,Why Is Lebanon's Political System So Complicated?,video,I had no idea that the had these rules. I always assumed Lebanon was just another Sharia Law Islamic hell hole. Good to know their is a at least one good country in the Middle East.,Hateful,Towards Islam,,,,
341672,President Trump's speech on Islam was ... unexpected. Here's why:,post,Ohhh so now Islam is one of the worlds greatest faiths???? Donald is playing y'all asses like fools and the sad part of it is that y'all dumb asses know it but refuse to let it go because of your little racism!! IDIOTS!!!!,Hateful,Swearing,Humiliation,,,
342312,Karad\u017ei\u0107's War Crimes And Judgment,video,Karadzic is a hero and he will be recognized as such. Cleansing the Islamic filth from this Earth is something that should be rewarded!,Hateful,Towards Islam,Promoting violence,,,
342314,Karad\u017ei\u0107's War Crimes And Judgment,video,Muslims are not humans you dummies,Hateful,Towards Islam,,,,
342363,Karad\u017ei\u0107's War Crimes And Judgment,video,Fuck serbia,Hateful,Specific nation(s),Swearing,,,
342823,Destroyed Buddha Statues Rise Again...In 3D,video,Islam only has one thing to offer: Destruction. ,Hateful,Towards Islam,,,,
344460,"Anti-Immigrant Backlash Sparks Refugee Theater In Berlin, Germany",video,"What the fuk?! ""refugees""?!!! No! Invaders, yes!!! Barbarians welcomed in the West?!!!!Europeans on a suicide mission!!! Go ahead, Europeans, fuk a thousand years of Western culture and dive into your trendy muslim shell hole..back to the plummit of the dark ages..into the tyranny and slavery of islam!!!! muslims are not just a problem-they are the end ,a journey into the darkest age of all time!!!!",Hateful,Towards Islam,Swearing,,,
344473,"Anti-Immigrant Backlash Sparks Refugee Theater In Berlin, Germany",video,"I hate them fuck all the trash, all the refugees that are destroying europe. Fuck islam fuck refugees youre not welcome to europe specially not to poland or the slavic countries",Hateful,Towards Islam,Xenophobia,Swearing,,
344484,"Anti-Immigrant Backlash Sparks Refugee Theater In Berlin, Germany",video,"ALL THESE German PEOPLE ARE BAD FOR NOT KICKING ALL THIS MUSLIM GARBAGE AWAY FROM EUROPE..
THEY ARE VERY STUPID FOR NOT FIGHTING BACK....
PLEASE IS REALLY EASY 2+2=4 RIGHT???? 
THE SAME YOU WELCOME MUSLIMS = PROBLEMS...
 muslims need to go back to their own countries and STAY there where they belong....
also I must say that why all the rest of the arab nations are not taking ANY refugees???? WHY??
these people are nothing but scumbags who are looking to convert others to their hateful religion of hate!!!! 
mohamed go to hell!!!!! allah got to hell!!.... SHIT'riah Law got to hell....and leave us alone we dont ask for your garbage believes.... islam is not needed.....also AJ go to hell!!!!!",Hateful,Towards Islam,Specific nation(s),,,
344505,"Anti-Immigrant Backlash Sparks Refugee Theater In Berlin, Germany",video,"""No one gives us a voice"" ....They gave you a home, shelter food, and yes a voice, because in the Muslim shitholes from which you people spew out from you have none of these due to the implementation if Islam. Now you want Europe to conform to Islam. Islam is a cancer.",Hateful,Towards Islam,,,,
344520,"Anti-Immigrant Backlash Sparks Refugee Theater In Berlin, Germany",video,what every mockery refugee art u perform  u still belong to a shit community..   stop islam and world will be a better place,Hateful,Towards Islam,Xenophobia,,,
344521,"Anti-Immigrant Backlash Sparks Refugee Theater In Berlin, Germany",video,"Make the lot of th refugees - especially Muslims as hard as possible so they get the message they and Islam are NOT welcome. To hell With That Muslim filth, scum, vermin!!!!!",Hateful,Towards Islam,Xenophobia,,,
344524,"Anti-Immigrant Backlash Sparks Refugee Theater In Berlin, Germany",video,"Taquiyya,  liars, muslims are compulsive cheaters, it is written in the Quran to kill/subjugate all non-Muslim.  they can't be trusted, expel those jihadists out of Europe.  BAN ISLAM",Hateful,Towards Islam,,,,
344749,Why Is The Mediterranean Sea The World's Deadliest Crossing?,video,Islam is a fascist racist death cult,Hateful,Towards Islam,,,,
345007,Berkeley Students Want Bill Maher Out As Commencement Speaker: Here's Why,video,F**CKING a-holes : This is not Pakistan or the middle east. Why dont you take your narrow minded attitudes and crawl back under the rock where you actually belong!,Hateful,Towards Islam,Swearing,,,
345033,Berkeley Students Want Bill Maher Out As Commencement Speaker: Here's Why,video,"I find this whole thing to be just another case of scared little people who are embracing the very disease that wishes to kill them all. Islam is a disease, as is all organized religion; however, Islam is the most barbaric in carrying out the religious dogma. In no other known religion can you be stoned to death, hanged, beheaded for the crime of being raped in some countries, that's right, getting raped can cost you your life. There are literally 1000's of examples of women being murdered for dishonoring her family, and being brutally put to death, not by some Muslim Terrorist Group, but by her own father, brother, cousins and neighbors. It's happened here in the U.S. as well. The human rights violations perpetrated by Muslims could fill the Library of Congress, and spill out onto Pennsylvania Ave, and I haven't even begun to talk about actual terrorism acted out in the name of their god. Hell, that's just the tip of the Iceberg. Bill Maher wasn't making broad sweeping indictments of the religion, he was merely pointing out the facts..The funny things about facts are some people choose to ignore them, instead they chose to shout over the messenger attempting to silence them with their pathetic rhetoric and threats. 9/11 scared people, and they saw what the impact of how far true believers will go to carry out their caliphate against the West. Now whenever someone challenges the myths of Islam, they are instantly labeled, bigoted or even racist, though Islam isn't actually a race, but hey, let the retards think whatever, right? I mean it sounds powerful coming out Ben Afleck's suck-hole, but hey, he played Daredevil, so he's got to be on point. and I would argue all this stems from fear of Islam and if they speak out against Islam, they could be the next Theo van Gogh, who incidentally was shot and stabbed to death after producing a movie about the horrors of Islam's treatment to women, that was his crime, according to his killer and his fellow fanatics around the world. So I challenge the terrorists at Berkeley to let Maher come to campus and enlighten the student body with his humor and facts about your fucking murderous religion of peace..",Hateful,Towards Islam,Religion,,,
345043,Berkeley Students Want Bill Maher Out As Commencement Speaker: Here's Why,video,"Muslims are now trying to suffocate free speech in America after having achieved that back home in Islamstan! Why are they here if we are so bad? Who invited you?  Go back to your own countries and enjoy the ""equality"", ""respect for women"" and ""tolerance for those who are different"" there",Hateful,Towards Islam,,,,
345047,Berkeley Students Want Bill Maher Out As Commencement Speaker: Here's Why,video,Religious extremists are merely the symptoms of the disease that is religion.  Islam is a particularly virulent form of disease. ,Hateful,Towards Islam,,,,
345697,Why We Don't Use The Word \u201cTerrorist\u201d,video,AJ+ TERRORIST SYMPATHIZERS. WE SEE YOU,Hateful,Towards AJ+,Terrorism,,,
345716,Why We Don't Use The Word \u201cTerrorist\u201d,video,"Fuck Islam, fuck Muslims and fuck aj+ and tyt",Hateful,Towards Islam,Swearing,,,
345750,Why We Don't Use The Word \u201cTerrorist\u201d,video,"If you subscribe to this channel you subscribe to an Islamic propeganda machine funded by the lovely Qatar government.

Read the wikileaks documents yourself.

---------------

Al Jazeera is owned by the government of Qatar.[2][3][4][5][6][7] While Al Jazeera officials have stated that they are editorially independent from the government of Qatar,[178][179] this assertion has been disputed.[8] *In 2010, United States Department of State internal communications, released by WikiLeaks as part of the 2010 diplomatic cables leak, claim that the Qatar government manipulates Al Jazeera coverage to suit political interests.*[180][181]

In September 2012, The Guardian reported that Al Jazeera's editorial independence came into question when the channel's director of news, Salah Negm, stepped in at the last minute to order that a two-minute video covering a UN debate over the Syrian civil war include a speech by the leader of Qatar, Hamad bin Khalifa Al Thani.[8] Staff members protested that the speech was not the most important aspect of the debate, and that it was a repetition of previous calls for Arab intervention.[8]

The Guardian also claimed in September 2012 that Qatar has taken steps in recent years to consolidate control of Al Jazeera English.[8]",Hateful,Towards Islam,Towards AJ+,,,
345947,Did ISIS Just Attack Russia?,video,"Russia ,do what you have to do.Fuck you islamic fucks!",Hateful,Towards Islam,Swearing,,,
346072,Refugees Storm Greece-Macedonia Border,video,"AJ+ news is pro islam , and pro turning europe into a muslim shit hole. i'm blocking vids from this channel cya.",Hateful,Towards Islam,Towards AJ+,,,
346087,Refugees Storm Greece-Macedonia Border,video,Islam is the plague,Hateful,Towards Islam,,,,
346103,Refugees Storm Greece-Macedonia Border,video,Animals like these shouldn't belong in civilized Europe,Hateful,Xenophobia,Humiliation,,,
